userName,Rating,ReviewDate,ReviewText,SentimentScore,SentimentCategory,SentimentBucket
Pengguna Google,5,2022-08-19 19:12:06,"fasilitasnya the best, semoga terus dijaga & ditingkatkan",0.6369,Positive,0.5 to 1.0
Pengguna Google,5,2022-08-19 14:22:09,"Tempatnya mantap, crew redBus loungenya super ramah dan tempatnya anak muda banget dan bersih yang terutama",0.5994,Positive,0.5 to 1.0
Pengguna Google,5,2022-08-18 11:34:03,"Tempat cozy bgt buat nunggu bus ga kepanasan, wc bersih, ada mushola, tanya2 selalu dibantu sama petugasnya. Top banget!",0.2023,Positive,0.0 to 0.49
Pengguna Google,5,2022-08-18 11:13:18,Good,0.4404,Positive,0.0 to 0.49
Pengguna Google,1,2022-08-15 12:59:01,Banyak Error. Punya Sistem di Benerin Dulu. Contoh tuh kubu BIRU sebelah. Ga Banyak Error kek disini.,-0.6597,Negative,-1.0 to -0.5
Pengguna Google,2,2022-08-12 20:11:45,"Ini salah PO bus apa salah siapa ya, kursi kecil sempit paling depan samping sopir ditawarkan dengan harga sama dengan harga eksekutif standar, dan parahnya di waktu pilih kursi penumpang via online gambarnya tidak jelas, posisi gambarnya seperti kursi baris paling depan, untuk perjalanan jakarta solo sangat tidak nyaman !",-0.5574,Negative,-1.0 to -0.5
Pengguna Google,5,2022-08-10 15:48:31,"Lebih dipermudah lagi dalam pemesanan online melalui Redbuss app, lebih simple. Banyak bonus potongan tiket melalui redbuss app.... Sukses selalu.",0.5423,Positive,0.5 to 1.0
Pengguna Google,5,2022-08-09 11:59:09,Pelayanan ok. Cuman untuk di makassar dan sekitarnya mau di tambah armada atau PO biar makin gampang pemesanan tiketnya.,-0.34,Mixed Positive,-0.49 to 0.0
Pengguna Google,1,2022-08-09 05:27:50,"Sampai sejauh ini, redbus adalah aplikasi paling bobrok dari semua aplikasi yg pernah saya pakai,, Saya kecewa dengan pelayanan yg setengah hati, bis saya dicancel 1 jam sebelum berangkat, uang saya sampai sekarang tidak dikembalikan, memang cuma 200rban, tapi sama sekali gg tanggung jawab, udah disuruh nunggu suruh kirim mutasi rekening, eh ujung2 suruh konfirmasi sendiri ke bank, lawak banget pelayanannya,, Saya sarankan mending pakai jalur agen bis, kasih rejeki ke agen2 bis daripada nih apli",0.296,Mixed Negative,0.0 to 0.49
Pengguna Google,5,2022-08-05 22:10:07,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,2,2022-08-04 13:34:38,Lebih murah di agen belinya hmm Tapi rekomendasi buat yang super sibuk kerja sama jauh agen,0.5994,Mixed Negative,0.5 to 1.0
Pengguna Google,1,2022-08-03 18:13:59,"Hati2 tiket disini ga online. Ud pesen bus dan pesawat. Last minute ga ada kabar. Sampe terminal baru tau bus penuh. Tanggung jawab cuma refund 1-7 hari pula. Reschedule buat besoknya, kata bus penuh. Tp red bus tersedia. Ngerii Good bye Red bus. Cukup kali ini aja. Kapok!",0.4404,Mixed Negative,0.0 to 0.49
Pengguna Google,5,2022-07-29 19:33:11,Good,0.4404,Positive,0.0 to 0.49
Pengguna Google,1,2022-07-29 16:40:42,"App Redbus tolong di perbaiki lagi koordinasi lah dengan agen po bus nya,,,, tentang jadwal jam keberangkatan tolong di sesuaikan lagi di online nya. Jangan membuat pengguna kecewa,,,,salam hormat 🙏🙏🙏",-0.5574,Negative,-1.0 to -0.5
Pengguna Google,1,2022-07-26 22:04:43,FIX UNINSTALL ALWAYS ERROR... MAU BOOKING GAK BISA PADAHAL SELAMA INI OKE OKE AJA TAPI UDAHLAH PINDAH KELAIN HATI AJA 😞,-0.4019,Negative,-0.49 to 0.0
Pengguna Google,1,2022-07-23 15:47:12,"Parah si momen idul adha kemarin pesen tiket PO Ha***n*o di sini 225k kirain saya lebaran emang naik, eh pas di agen nanyain ternyata harganya cuma 150k. Kalo punya motor mah mendingan ke agen bentar daripada selisih harganya jadi 150% gini rugiiiii",-0.5574,Negative,-1.0 to -0.5
Pengguna Google,1,2022-07-23 13:48:29,Kenapa yg kluar cuma 1 PO aja Pahala Kencana Doang,-0.5574,Negative,-1.0 to -0.5
Pengguna Google,5,2022-07-22 16:57:42,Good job,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2022-07-20 18:10:20,Good services.,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2022-07-18 17:06:55,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2022-07-15 09:18:20,Masukan referral ini : REDFTEBN Untuk mendapatkan reward Rp. 40.000.,0.5719,Positive,0.5 to 1.0
Pengguna Google,5,2022-07-13 15:15:23,"Very good , perfect !",0.8004,Positive,0.5 to 1.0
Pengguna Google,5,2022-07-12 21:22:58,Aplikasi nya bagus kk soal nya bisa cari tiket bus dengan mudah engga ribet,0.3612,Positive,0.0 to 0.49
Pengguna Google,1,2022-07-08 18:14:03,Buat redbus. Tolong dong. Saya udah bayar krna sya lupa nggk masukin no referensi sya nggk dapet tiket. Uang jg nggk kembali. Mana saya dua kali transfer..,-0.296,Negative,-0.49 to 0.0
Pengguna Google,1,2022-07-07 18:29:09,"Klo bisa ga ngasih bintang, udah ga tak kasih bintang 1pun. Pelayanannya sangat sangat buruk, pesen bus damri melalui aplikasi ini malah ternyata aplikasi bodong, redbus ga tau dimana titik naik bus. Di hubungi hanya akan konfirm setiap 2 jam tapi di tunggu sampai 8 jam ga ada kejelasan, sekalinya ada malah di tipu 🤣 disuruh nunggu di terminal malah gg ada busnya dateng. Dasar kurang ajar banged ini aplikasi. Uang tidak bisa di refund pula. Kurang jahat gimana ni aplikasi... Highly unrecommend.",0.296,Mixed Negative,0.0 to 0.49
Pengguna Google,2,2022-07-06 12:11:02,"Eror mulu ni aplikasi mau pake voucher udh mau di transfer, ehh voucher eror/kadaluarsa, kalo udh ga berlaku hapus lah promo nya!!, udh gitu delay mulu kursi yg kosong, padahal gagal transaksi.. B2 dulu lah, kalo udh nyaman, cepat, dan tepat baru B5",-0.3182,Negative,-0.49 to 0.0
Pengguna Google,5,2022-07-06 11:48:40,Good,0.4404,Positive,0.0 to 0.49
Pengguna Google,1,2022-07-03 05:21:45,super india. thanks.,0.7783,Mixed Negative,0.5 to 1.0
Pengguna Google,5,2022-07-01 19:15:46,"Sangat memuaskan,tapi next time tambah in PO busnya lagi biar banyak pilihan",-0.5574,Mixed Positive,-1.0 to -0.5
Pengguna Google,1,2022-07-01 10:15:26,Low respon dan mesan tiket udah di bayar malah di diemin ampe pembayaran batal automatis. Cs nya gk jelas no hp gk bisa di hubungi fix,-0.5106,Negative,-1.0 to -0.5
Pengguna Google,1,2022-07-01 02:14:22,"Saya memesan tiket via redbus, tp mereka pihak redbus setelah sehari pemesanan tiket menghubungi saya kembali dan mengatakan seat yg saya boking sudah terisi padahal saya memesan di aplikasinya, menurut redbus itu konfirmasi dari PO bis nya, lha kok bisa mereka menerima pembayaran dan aplikasi nya menampilkan seat kosong, dan si redbus ini memberi saya opsi ambil seat paling belakang atau kami batalkan, saya lebih memilih batalkan Mohon kembalikan cepat uang saya. Terimakasih",-0.5574,Negative,-1.0 to -0.5
Pengguna Google,5,2022-06-30 09:46:08,Good,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2022-06-28 02:03:16,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,3,2022-06-27 17:30:59,"Saya ingin membayar via alfamart dan indomaret, tapi dua duanya error dalam sistem pembayarannya... Kemungkinan yg terjadi ialah ketidaksesuaian aplikasi redbus dengan via pembayarannya... Mungkin bisa diperbaiki lagi dari aplikasinya...",-0.4019,Mixed Negative,-0.49 to 0.0
Pengguna Google,5,2022-06-27 10:17:06,"Aplikasi online yang sangat baik, rekomendasi utk beli di sini. Untuk komplain di feedback dengan baik,tolong di evaluasi komplain KK ipar saya yg mesen bus tanggal 25 Juni 2022 perjalanan dari terminal Bekasi ke padang.",0.3612,Positive,0.0 to 0.49
Pengguna Google,5,2022-06-24 07:24:24,Selalu support,0.4019,Positive,0.0 to 0.49
Pengguna Google,1,2022-06-22 01:27:51,"Aplikasi sampah, server ga diurus apa gimana? Mau book tiket bus malah error terus gilak niat ga sih bikin aplikasi",-0.4019,Negative,-0.49 to 0.0
Pengguna Google,1,2022-06-21 14:46:08,Aplikasi sampah pesen tiket udah di bayar virtual account tapi ga terdaftar. Nelp ke cs katanya ga ada pemesanan atas no telp tersebut gimana bisa komplain kalo ga bicara SM cs nya. Aplikasi penipu cuma buat ambil uang orang aja.. tolong yang belum pernah pake aplikasi ini jangan sekali2 pake. Banyak aplikasi yang lebih aman dari pada aplikasi ini,-0.296,Negative,-0.49 to 0.0
Pengguna Google,2,2022-06-19 07:07:46,"Informasi kurang jelas, no telfon tidak sesuai, agen tidak ramah dan tidak informatif, selabihnya kru bus bagus",-0.296,Negative,-0.49 to 0.0
Pengguna Google,5,2022-06-18 15:39:48,halo selmet sore sy mau bli tiket sumedng surabaya,-0.3612,Mixed Positive,-0.49 to 0.0
Pengguna Google,1,2022-06-17 07:38:04,"Sampah, udah pesen, bayar saldo sudah kepotong, tapi status belum bayar, mau complain ga ada cs nya hanya ngobroo dengan robot",-0.3612,Negative,-0.49 to 0.0
Pengguna Google,5,2022-06-02 19:00:56,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2022-06-02 00:32:40,"PO Bus minta uang tambahan diluar harga Redbus. Setelah saya bayar, tiket malah dibatalkan sepihak oleh PO Bus. Minta refund nggak direspon, dan yg di kembalikan oleh PO Bus hanya uang tambahan yg diluar harga Redbus. Im so sorry I have to say this here. Saya akan hapus setelah ada respon dari pihak redbus. [EDIT] tiket sudah di refund, keep it up redbus. masih banyak yg perlu diperbaiki.",-0.9107,Mixed Positive,-1.0 to -0.5
Pengguna Google,5,2022-05-30 08:18:24,"Pembayaran cepat, bisa milih kursi, rating bus tersedia. Kekurangannya cuma banya typo pada menu but okay lah",0.3291,Positive,0.0 to 0.49
Pengguna Google,5,2022-05-28 10:26:59,Like it,0.3612,Positive,0.0 to 0.49
Pengguna Google,5,2022-05-27 04:26:07,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2022-05-25 13:32:49,Good,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2022-05-22 23:21:18,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2022-05-22 17:20:03,Easy to use for book bus on malaysia,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2022-05-21 15:20:06,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,1,2022-05-19 06:22:55,"Udah pesen di redbus,pas mau berangkat disuruh nambah 90.000 lagi di loket po bis dg alasan ada kenaikan tarif",-0.5574,Negative,-1.0 to -0.5
Pengguna Google,2,2022-05-17 16:03:04,Kacauuuu parahhhh... Sebenarnya ini bekerja sama apa gak. Gak tau deh. Masa d sini kita pesan saat sampai d stasiun gak ada pemberangkatan bus. Kacau. Jadwal berantakan. Kita reschedule sore jadi nya yg awal nya harus berangkat jam 6. Saya kasih bintang 2 karna kita gak nambah biaya lagi. Yg awal nya mereka ngegampangin banget langsung d suruh pengembalian uang nya. Hellooo.. Kalo bisa saat itu aja sih oke. Jadi bisa beli tiket lagi d sana. Lah kalo harus nunggu sebulan.. Buat apaaaa.. Anying,-0.3612,Negative,-0.49 to 0.0
Pengguna Google,1,2022-05-17 11:16:25,"Gak gak lagi pake aplikasi tipu2 hmmm...baru bayar langsung cancel gak ada 1 menit cancel sepihak..cs nelpon tapi email gak masuk,trus gmn mau refund duitnya?bloon bet dah yg bikin aplikasi",-0.4588,Negative,-0.49 to 0.0
Pengguna Google,5,2022-05-16 17:22:20,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,1,2022-05-16 00:18:04,"Ga jelas, di apk ada tertera busnya, pas di pencet mau pesen tiket malah error mulu, trus kenapa di kasi liat busnya ad",-0.4019,Negative,-0.49 to 0.0
Pengguna Google,1,2022-05-15 11:46:47,"No PO gak aktif/update, kok bisa penumpang tidak terdaftar di agen, penumpang tidak di hubungi ketika bis sampai. Uang hilang. Rp 315.000. Komplain bilangnya nanti di hub kembali. Alhasil blasss. habis waktu, uang dan pulsa tlp call service nya. Percuma.... Kecewa banget.... Cape minta refund uang 100% malah habisin pulsa aja tlpn 2x.",-0.7003,Negative,-1.0 to -0.5
Pengguna Google,5,2022-05-14 05:27:20,Easy,0.4404,Positive,0.0 to 0.49
Pengguna Google,1,2022-05-13 16:48:34,Aplikasi sering crash. Sudah transfer tapi tiket tidak terbit. Nyesel.,-0.4019,Negative,-0.49 to 0.0
Pengguna Google,2,2022-05-13 15:06:29,Saya ada cancel 3 kali ticket bus.dan sukses dalam mohon cara pengembalian bAlik 100 %.saya mohon segera mungkin karena saya sudah menunggu 3 hari ini. sekian dan terima kasih.,-0.25,Negative,-0.49 to 0.0
Pengguna Google,5,2022-05-12 01:42:01,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,1,2022-05-12 01:22:58,"Kecewa gw pake aplikasi ini, jadwal di aplikasi ini jam 10 pagi rute Karangkates Malang-Jakarta, gw naik dr karangkates emang jam 10, pas pengecekan di terminal Arjosari Malang ternyata nama gw ga tercantum, terus setelah di cek oleh pihak POnya nama gw ada di Armada ketiga yg berangkat jam 9 malem astaga.... Terlantar gw diterminal mau balik dulu udah jauh dr rumah,. not recommended lah, niatnya mempermudah perjalanan malah bikin susah,.. terima kasih redBus ijin Uninstall...",-0.1511,Negative,-0.49 to 0.0
Pengguna Google,5,2022-05-11 15:27:53,Nice,0.4215,Positive,0.0 to 0.49
Pengguna Google,5,2022-05-11 08:26:10,"Terimakasih kasih PO Haryanto,.. pelayanan Bagus",-0.5574,Mixed Positive,-1.0 to -0.5
Pengguna Google,1,2022-05-10 21:23:30,"Saya sangat kecewa karena tiket saya di undur bahkan sampai di po saya tidak mendapatkan tiket, dari kemarin minggu sampai sekarang uang saya belom juga kembali.",-0.5574,Negative,-1.0 to -0.5
Pengguna Google,5,2022-05-10 19:53:30,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2022-05-10 15:38:55,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,1,2022-05-10 08:59:52,"Pengalaman mudik lebaran 2022 saya pulang pergi mudik menggunakan bus. Ternyata masih dilema pesan tiket bus melalui online, saya mengalami perlakuan diskriminasi saat berada di terminal/po agennya. mereka (po agen bus) tidak menganggap kita yang membeli tiket bus secara online, tidak bertanggung jawab sedikit pun. ketika saya mencoba mengobrol dengan po agen tersebut, mengapa pembeli tiket bus online tidak disukai mereka, ternyata mereka itu (po agen) tidak dapat komisi sedikit pun.",-0.8957,Negative,-1.0 to -0.5
Pengguna Google,1,2022-05-09 15:41:06,"Kacau, koordinasi antar agen Bus + pihak redbus ga jelas... Mohon di perbaiki, kasian penumpang... Terdampar di terminal kaya org ga jelas... Karcis doank dapet, no. Bus ga ada..",-0.296,Negative,-0.49 to 0.0
Pengguna Google,5,2022-05-09 04:50:32,Good,0.4404,Positive,0.0 to 0.49
Pengguna Google,1,2022-05-09 00:54:26,"Ini pengalaman buruk ya, hati2 pesan tiket pakai aplikasi redbus. Sudah pesan tiket tanggal 4 April dengan keberangkatan 7 April. Tiba di loket bus ternyata nama tidak tercantum sebagai penumpang. Hampir tidak jadi berangkat. Lalu CSnya setelah dihubungi hanya bilang maaf dengan solusi refund atau keberangkatan diundur. Mending pikir dulu sebelum menggunakan aplikasi ini buat pesan tiket perjalanan. Sebelum menyesal. Thanks sudah mengecewakan.",0.4404,Mixed Negative,0.0 to 0.49
Pengguna Google,1,2022-05-08 20:42:54,"Mengecewakan! Miss booking tiket, tapi akses buat komplain susah, bis udah mau berangkat tiket asli belum di tangan, suruh nunggu feedback yg gak ada kepastian.",-0.1531,Negative,-0.49 to 0.0
Pengguna Google,1,2022-05-08 18:46:40,pelayanan redbus sangat buruk..operator bus menjual tiket namun tidak menyediakan bus sesual jadwal alasan macet dan ditunda sampai hari esok malah penumpang yg jadi korban tidak bisa refound. kalau bgitu pemaksaan harus naik po bus sinar jaya berarti. konfirmasinya pun lama. red bus dan sinar jaya sangat mengecewakan. pertama naik sinar jaya pelayananya sangat buruk. dan redbus juga sama sama mengecewakan. pelayanan redbus sangat burukkkkkkkk,-0.5574,Negative,-1.0 to -0.5
Pengguna Google,1,2022-05-08 17:18:01,"APLIKASI TIDAK SESUAI KOMITMEN. SUDAH PESAN H-1 AKAN TETAPI DI PO BUS TIDAK DAPAT BANGKU SEHINGGA SAYA TERLANTAR DI POS KONTROL PO KARUNIA BAKTI DI CILEUNYI, DISARANKAN PENGEMBALIAN DANA AKAN TETAPI PROSESNYA 1-7 HARI KERJA, SAYA TIDAK ADA ONGKOS JIKA DANA NYA LAMA DI KEMBALIKAN, PADAHAL SAAT CHECKOUT BATAS WAKTU PEMBAYARAN 30 MENIT. GILIRAN PENGEMBALIAN DANA 7X24 JAM. TOLONG TANGGUNG JAWAB SAYA TIDAK BISA PULANG",-0.802,Negative,-1.0 to -0.5
Pengguna Google,5,2022-05-08 16:28:00,Red bus pelayanan ok,0.296,Positive,0.0 to 0.49
Pengguna Google,1,2022-05-08 10:12:52,"Aplikasi sampah, masa saya ingin cancel tiket karena salah tujuan, tidak diberikan, setidaknya uang saya kembali setengah dari harga tiket. Saya gak suka apliaksi ini",-0.25,Negative,-0.49 to 0.0
Pengguna Google,1,2022-05-08 07:12:11,LOKASI DATANG BUS GAK SESUAI (TELAT 3 JAM) ARMADA YANG DI PAKAI DALAM KONDISI TIDAK BAGUS (MOGOK²AN BAN BOCOR) TOLONG DONG DI CEK SECARA RUTIN KONDISI ARMADA NYA. YANG GAK LAYAK GAK USAH DI PAKE LAGI,-0.5574,Negative,-1.0 to -0.5
Pengguna Google,1,2022-05-08 07:09:32,Sangat mengecewakan. Sdh bayar tiket bus san 6 kursi 16 hari sbelumnya.. ternyata nihil saat konfirm ke po san 1 hari sbelum keberangkatan. Dan red bus pun keliru dlm menetapkan harga tiket.. kurangnya sampe 170 ribu. per kursi. Mereka kasih solusi seenaknya sndiri.. uang kembali atau dipindah ke jadwal bus 1 pekan setelahnya. Bener2 payah.. kami pontang panting nyari pengganti ttansport lainnya krn pas momen lebaran.. dan tidak ada kompensasi atas kelalaian red bus. Black list rame2 saja,-0.5574,Negative,-1.0 to -0.5
Pengguna Google,1,2022-05-08 06:04:50,"Pertama kali dan terakhir kalinya sy memakai aplikasi ini. Sy pesan bus Putera Mulya dari Terminal Grogol. Jadwal jam 5 sore molor sampai 6 jam. Jam 11 malam bus baru datang. Petugas bus ditanyai tidak tau, katanya bus rusak disuruh tunggu terus menerus. Diantara saya, ada penumpang bayi, dan bapak bapak dissable yg kelelahan menunggu. Sy telpon pusat bantuan, cuma disuruh tunggu, bahkan katanya telepon pihak bus tidak aktif. Kok bisa?? Sy sudah rugi materiil dan imateriil dan tanpa kompensasi",-0.3612,Negative,-0.49 to 0.0
Pengguna Google,5,2022-05-07 15:23:55,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,1,2022-05-06 10:42:22,Jangan beli tiket disini. Saya merugi tidak ada kejelasan tiket saya sudah dilunasi ternyata pihak po dan pihak redbus tidak sincron. Pihak po menyatakan sudah terjual habis dan pihak redbus akan di reschedule ulang tapi tidak ada kejelasan nya. Saya gagal berangkat entah kapan berangkat untuk refund pun saya tidak tau bisa apa tidak,-0.802,Negative,-1.0 to -0.5
Pengguna Google,2,2022-05-06 05:32:52,"Alhamdulillah mudik sampai tujuan, walaupun H-1 sampai mau berangkat gak ada info bis mana, nomor plat berapa. Di PO Rambutan, diketawain kenapa pake redbus, petugas loket hanya melayani pembelian langsung di loket. Untuk Beli lewat redbus, nanti akan dihubungi oleh supir di hari H, so was-was nunggu telepon dari Supir karena gak jelas jam berapa berangkatnya.",-0.5574,Negative,-1.0 to -0.5
Pengguna Google,1,2022-05-05 19:55:26,kecewa berat udh byr online di apk bus brngkt pukul 7 pm jam 6.40 pm smpe sana trnyta udh brngkat smua bus nya sya minta pengembalian dana saya ingin hak saya kembali 300k,0.4404,Mixed Negative,0.0 to 0.49
Pengguna Google,1,2022-05-05 16:23:19,"Aplikasi ini membantu dalam mencari bus tujuan yg dicari.. Tpi kurang bagus dan tidak recommended, saya kemarin order bus harapan jaya tujuan kalideres jakbar dan kosong akhirnya dapat tujuan pasar rebo jaktim... Kemudian saya ingin refund biaya yg sudah saya bayarkan ternyata gak bisa direfund.. Dan saya telpon pihak harapan jaya ternyata kalau daftar secara langsung di loket masih bisa di refund dan pindah jalur... Kurang puas aja bahwa aplikasi lain ada pelayanan refund tpi disini gak ada",0.2023,Mixed Negative,0.0 to 0.49
Pengguna Google,5,2022-05-04 23:22:46,Terimakasih utk respon pengembalian dana yg super cepat ... 100% dana kembali,0.5994,Positive,0.5 to 1.0
Pengguna Google,1,2022-05-03 07:02:38,"Sudah pesan tiket dari tgl 30 april, tertera di redbus dapat kursi no. 1. 2. 5 dan 6 ternyata malah dapat kursi paling belakang, padahal bawa anak2 kecil dan orang tua. Parah bgt sumpah. Ga profesional. Terima kasih cukup sudah pakai redbus lagi.",-0.296,Negative,-0.49 to 0.0
Pengguna Google,1,2022-05-02 22:02:08,Aplikasi ga jelas tiket tiba tiba di cancel saat udah samapi di venue dan pas banget waktunya berangkat. Ga ada customer servis yang menanggapi dengan cepat sehingga membuat kami sangat kesulitan. Mohon di perbaiki segera agar tidak mengulangi kejadian yang tidak profesional ini,-0.25,Negative,-0.49 to 0.0
Pengguna Google,1,2022-05-02 20:18:39,"Tidak ada koordinasi dengan agen, pesan 2 tiket bus Haryanto berangkat pagi ternyata bus tidak datang. Dioper sama pihak agen berangkat siang tapi cuma dapat 1 tempat duduk. Call center redbus dan PO kontak pengemudi tidak bisa dihubungi.",-0.5574,Negative,-1.0 to -0.5
Pengguna Google,1,2022-05-02 08:08:40,"Aplikasi yang banyak merugikan pelanggan banyak uang yg melayang salah satunya saya pribadi tidak ada kejelasan sama sekali ,,ternyata tempat e tiket tidak buka setelah saya ingin mengkonfirmasi pemesnan tiket dqn sudah di lunasi via tf ,,untuk pihak aplikasi tolong jelaskan permasalahan ini bagaimana saya bisa meminta hak saya kembali.... kecewaaaa besar kenapa harus terjadi dengan nominal 475.. x 2 kursi kandas...",0.4404,Mixed Negative,0.0 to 0.49
Pengguna Google,5,2022-05-01 23:57:38,Smart aplikasi,0.4019,Positive,0.0 to 0.49
Pengguna Google,4,2022-05-01 12:39:37,"Wah cukup membantu dan manfaat, semoga layananx smakin berkah, baru pakai, saran kak, kalau bisa tolong disediakan fitur pengembalian Uang, karena terkadang para pekerja Bus nya ada yg gak becus kurang amanah, biar kita pesanx gak was-was, ada jaminan buat uang kembali, kalau pelayanannya tidak sesuai. Ok 🙏 tolong buat pelanggan puas, dan bekerjalah dg Amanah...",0.296,Positive,0.0 to 0.49
Pengguna Google,1,2022-04-30 22:01:49,"Mengecewakan. Beli tiket tangerang (poris) -ponorogo bisa AM TRANS (brgkt 28/4/22). Waktu tukar tiket diminta biaya lagi, utk cetak. Tidak tahu yg salah aplikasi ini atau armada bisnya. Buka support aplikasi bilang TIDAK ADA BIAYA TAMBAHAN, hubungi no tlp yg di berikan TIDAK DI ANGKAT2.... Mohon ada perbaikan Trims",0.128,Mixed Negative,0.0 to 0.49
Pengguna Google,5,2022-04-30 09:31:54,Nice,0.4215,Positive,0.0 to 0.49
Pengguna Google,5,2022-04-30 04:26:00,Sya lihat di komentar kok banyak feed negatif. Mungkin belum merata tergantung menggunakan bus PO mana y. Soalnya selama sya pakai. Dah berkali-kali si. 1. Bus tepat waktu (jarang sekali molor). 2. Harga bisa lebih murah dg voucher yg dikasih. Sya makenya bus PO. Nusantara,-0.802,Mixed Positive,-1.0 to -0.5
Pengguna Google,1,2022-04-29 23:45:05,"Kecewa dengan pelayanan redbus. Kursi yg tertera di redbus tdk real-time. Banyak bookingan, Dan kursi yg ditawarkan kursi cadangan yg TDK sesuai dengan level bus yg dipesan. Saya pikir pesan tiket bus di redbus sama persis dengan pesan tiket pesawat yg fasilitas kursi dari nomor 1 s.d sekian itu sama, Di redbus,kursi no. 1 tdk sama fasilitasnya dengan kursi no.terakhir di bus. Dan pelayanan dari pihak bus utk yg pesan tiket di redbus sangat buruk. Kapok.",-0.296,Negative,-0.49 to 0.0
Pengguna Google,1,2022-04-29 16:16:44,"Aplikasi nya ga rekomen, harganya lebih mahal tapi untuk booking kursi dan keberangkatan diubah tanpa konfirmasi, Bad lah. Jangan pake aplikasi ini ya.",-0.5423,Negative,-1.0 to -0.5
Pengguna Google,5,2022-04-29 12:58:51,"Sejauh ini belum pernh ada refund atau error, great",0.34,Positive,0.0 to 0.49
Pengguna Google,5,2022-04-28 19:59:24,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,2,2022-04-26 23:16:33,Mau cancel tiket nya tidak bisa,-0.25,Negative,-0.49 to 0.0
Pengguna Google,4,2022-04-26 22:14:04,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,2,2022-04-24 15:49:50,"Mendingan beli offline, krn kalau ada apa2 bisa minta refund. Pakai aplikasi ini agak susah refund dan jadwal tidak update. Jadi penumpang bisa di downgrade seenak PO nya.",-0.6249,Negative,-1.0 to -0.5
Pengguna Google,1,2022-04-24 07:42:11,"Aplikasi gak bener,,. Beli tiket 2 kali gagal.. dikembalikan cuma sekali, yang satunya mau di komplain lagi tapi no yg tertera di cs redbus langsung blokir panggilan saya... Parah",-0.296,Negative,-0.49 to 0.0
Pengguna Google,1,2022-04-23 11:58:21,Sudah deal harga dari 1 minggu eh tiba2 naik 100% waktu da tempat jemput pun gak sesuai aplikasi. No recomended banget sama aplikasi ini. Sumpah banyak ruginya. Nelpon ke customer service pun gak ada saran yang menjanjikan. Ini bakal saya report sampai ke google biar dihapus aplikasinya,-0.296,Negative,-0.49 to 0.0
Pengguna Google,1,2022-04-22 16:25:47,Payah no refund,-0.296,Negative,-0.49 to 0.0
Pengguna Google,5,2022-04-21 08:03:16,Good,0.4404,Positive,0.0 to 0.49
Pengguna Google,1,2022-04-19 20:54:48,Ha haaa aplikasi koyol,0.34,Mixed Negative,0.0 to 0.49
Pengguna Google,5,2022-04-19 10:48:54,Good,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2022-04-18 10:40:22,Nice kak,0.4215,Positive,0.0 to 0.49
Pengguna Google,5,2022-04-18 04:35:00,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2022-04-17 21:48:02,"Ok deh. Pesen tiket gampang, moga amanah",0.296,Positive,0.0 to 0.49
Pengguna Google,5,2022-04-17 20:55:30,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,3,2022-04-17 18:58:41,Good,0.4404,Mixed Positive,0.0 to 0.49
Pengguna Google,5,2022-04-17 18:25:28,Top,0.2023,Positive,0.0 to 0.49
Pengguna Google,5,2022-04-17 03:50:40,ok,0.296,Positive,0.0 to 0.49
Pengguna Google,1,2022-04-16 10:15:51,"Mengecewakan, sudah pesa. Tiket jauh jauh hari, sudah melakukan pembayaran sesuai harga di aplikaasi redbus seharga @350 / tiket X 3 kursi dan di konfirmasi tiket booked. Seminggu kemudian di hubungi pihak armada yg bernama PO. Handoyo, ada kenaikan harga tiket, dan harus nambah @400/tiket X 3. Kalau tidak mau, tiket akan dicancel. Ini sangat konyol, sangat Mengecewakan, tidak konsisten. Mohon diperbaiki lagi.",-0.5574,Negative,-1.0 to -0.5
Pengguna Google,4,2022-04-12 19:23:11,Bikin mudah is ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2022-04-12 11:47:23,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2022-04-10 15:30:15,Good,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2022-04-09 21:12:05,Good helpfull,0.4404,Positive,0.0 to 0.49
